"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-12-14;0,924067620797571;0,914700851073183;0,933481445988216
2020-12-15;0,924163292729996;0,914689536103024;0,933685183657191
2020-12-16;0,912555910296739;0,903034519016655;0,92212654403478
2020-12-17;0,891667116005086;0,882139601306976;0,901245097900683
2020-12-18;0,898226608748844;0,888524652452096;0,907980518030585
2020-12-19;0,911212870314006;0,901285483871689;0,921193879373382
2020-12-20;0,905111963329382;0,89506892266603;0,915210258744323
2020-12-21;0,91517687340003;0,904932370709269;0,925478240355704
2020-12-22;0,942447819410282;0,931907350175607;0,953046743844308
2020-12-23;0,956407961576742;0,945667963091431;0,967207764806417
2020-12-24;0,939412609562352;0,928679025836907;0,950207013222091
2020-12-25;0,910411274398042;0,899760973482627;0,921123370963006
2020-12-26;0,885558876561068;0,874943035094862;0,896237846573106
2020-12-27;0,875970422996222;0,865256770821307;0,886749084034965
2020-12-28;0,884615989498467;0,873657021272936;0,895642318275013
2020-12-29;0,939238343638536;0,92773469961352;0,950811889038304
2020-12-30;0,995458175325186;0,983441185835051;1,00754712974685
2020-12-31;1,00332856616251;0,991181621776236;1,01554846486928
2021-01-01;1,00939235886463;0,997192992891885;1,02166486739043
2021-01-02;1,01910887247561;1,00686078019036;1,03142998736856
2021-01-03;1,00774948030036;0,995594283010156;1,01997740897081
2021-01-04;0,995255608186833;0,983199708520263;1,00738395581644
2021-01-05;0,998695129130681;0,986625278441946;1,01083734446207
2021-01-06;1,01017742063928;0,998035296597437;1,02239194375126
2021-01-07;1,03660274668214;1,02430791844405;1,04896990841852
2021-01-08;1,0742278506662;1,06174781357376;1,08677979782168
2021-01-09;1,05390558698022;1,04163350776144;1,06624854146365
2021-01-10;1,00948743459696;0,99758309387977;1,02146140619851
2021-01-11;0,953354641810543;0,941849857533661;0,964928299904293
2021-01-12;0,935555750968634;0,92414449044121;0,947036063660316
2021-01-13;0,936249558214335;0,92475344007294;0,947815710236958
2021-01-14;0,951534264664876;0,939835027711509;0,963304867648325
2021-01-15;0,964538056129655;0,952654990240733;0,976493756679248
2021-01-16;0,955597722864414;0,943688802764153;0,967580281769131
2021-01-17;0,916454531667845;0,904720649913287;0,928262969567899
2021-01-18;0,879199397357792;0,867603454250081;0,89087125400442
2021-01-19;0,886321775636509;0,874511354927843;0,898210316526391
2021-01-20;0,90516674071138;0,893022416616102;0,917391948662695
2021-01-21;0,903353334611274;0,8910192391572;0,915771038875744
2021-01-22;0,925137060102957;0,912463813520497;0,937896500191997
2021-01-23;0,94344246856454;0,93047164594877;0,9565018303059
2021-01-24;0,926240818905554;0,913251628988876;0,939320460256733
2021-01-25;0,909048021337952;0,89605048214415;0,922137853830955
2021-01-26;0,926322052327493;0,913043802852309;0,939694830193253
2021-01-27;0,945639105033524;0,932055857114943;0,959319254539801
2021-01-28;0,95883011706699;0,94501000797329;0,972749159131754
2021-01-29;0,981298219052375;0,967206937165945;0,995489996790084
2021-01-30;0,994585528709919;0,980327616774403;1,00894495152458
2021-01-31;0,972808978067261;0,958675327729701;0,98704462034828
2021-02-01;0,954173120066857;0,940142081493921;0,968306647207682
